z_score,DR,3DCR,30DAR,base_slope,soil_porosity,label
1.394099999999999,2.7,31.99999999999999,393.4,45.0,60.0,0
-1.2207000000000012,2.3,7.599999999999984,247.3,35.0,55.0,0
-3.7234999999999996,0.1,0.10000000000001422,10.000000000000002,30.0,50.0,0
-1.265899999999999,11.7,13.900000000000023,105.5,45.0,60.0,0
-0.7784000000000011,0.2,18.79999999999998,241.6,35.0,55.0,0
1.9435,22.5,34.0,257.0,35.0,55.0,0
-3.5994,0.0,0.0,27.2,40.0,40.0,0
-1.1766000000000005,5.2,9.2,213.29999999999998,25.0,45.0,0
-3.665,0.0,0.0,19.0,25.0,45.0,0
-2.9988,0.2,9.799999999999997,29.3,45.0,60.0,0
-2.1304000000000007,7.2,10.499999999999993,65.39999999999999,35.0,55.0,0
-3.2757000000000014,0.7,2.8999999999999786,39.9,35.0,55.0,0
-1.653,0.0,0.0,270.5,40.0,40.0,0
-3.7042,0.0,0.0,14.1,30.0,50.0,0
-3.7746,0.0,0.0,5.3,35.0,55.0,0
-2.5925999999999987,0.0,8.600000000000025,90.7,35.0,55.0,0
-3.4085999999999994,0.0,2.6000000000000143,32.199999999999996,30.0,50.0,0
-3.2482,0.0,0.0,71.1,40.0,40.0,0
-3.0568000000000017,0.0,0.09999999999997158,94.3,45.0,60.0,0
-0.34929999999999817,1.1,22.70000000000002,258.3,30.0,50.0,0
-2.7037999999999993,1.8,14.100000000000016,19.6,45.0,60.0,0
-3.8146,0.0,0.0,0.3,30.0,50.0,0
-3.3442000000000003,0.0,0.0,59.1,30.0,50.0,0
-3.4504000000000006,0.0,3.699999999999993,19.0,25.0,45.0,0
-1.7341999999999995,1.2,8.000000000000007,190.8,35.0,55.0,0
-0.7094000000000001,5.6,35.4,77.9,35.0,55.0,0
-0.6924000000000003,3.4,17.8,228.79999999999998,25.0,45.0,0
-3.5490000000000004,0.0,0.0,33.5,45.0,60.0,0
-3.6842,0.0,0.0,16.6,40.0,40.0,0
-3.801,0.0,0.0,2.0,35.0,55.0,0
-1.7757999999999996,7.2,19.0,48.1,45.0,60.0,0
-3.7978,0.0,0.0,2.4,45.0,60.0,0
-3.757600000000002,0.0,0.8999999999999716,0.8999999999999982,30.0,50.0,0
-3.1802,0.0,0.0,79.6,40.0,40.0,0
1.4964999999999995,12.3,46.39999999999999,209.4,30.0,50.0,0
-3.2354000000000003,0.0,0.0,72.69999999999999,40.0,40.0,0
-3.3507,0.3,0.8,49.6,45.0,60.0,0
-3.5666000000000007,0.0,3.199999999999993,8.1,45.0,60.0,0
-3.0322000000000013,1.6,1.5999999999999788,71.1,25.0,45.0,0
2.734799999999999,17.8,57.79999999999999,228.6,30.0,50.0,0
-3.757600000000002,0.0,0.8999999999999716,0.8999999999999982,35.0,55.0,0
-3.6469,1.1,1.1,2.6999999999999997,30.0,50.0,0
-3.7178,0.0,0.0,12.399999999999999,35.0,55.0,0
-3.636400000000002,0.0,1.899999999999972,8.799999999999999,35.0,55.0,0
-3.7962999999999996,0.1,0.10000000000001422,0.9,25.0,45.0,0
-2.3995000000000015,0.9,2.0999999999999788,153.3,30.0,50.0,0
4.018700000000002,19.5,33.90000000000002,546.0,35.0,55.0,0
-3.7762000000000002,0.0,0.0,5.1,30.0,50.0,0
-3.2637000000000014,1.1,2.2999999999999785,41.9,40.0,40.0,0
-3.725,0.0,0.0,11.500000000000002,25.0,45.0,0
-3.7042,0.0,0.0,14.1,45.0,60.0,0
-0.33599999999999897,11.0,15.800000000000022,214.7,30.0,50.0,0
-2.190400000000001,2.8,17.499999999999993,49.5,30.0,50.0,0
-3.817,0.0,0.0,0.0,30.0,50.0,0
-3.399799999999999,0.4,0.40000000000001423,45.4,45.0,60.0,0
0.6397999999999993,7.0,25.29999999999999,306.29999999999995,30.0,50.0,0
-1.3818000000000004,1.6,19.199999999999992,149.8,25.0,45.0,0
-3.8154000000000003,0.0,0.0,0.2,45.0,60.0,0
-3.6778000000000004,0.0,0.0,17.4,45.0,60.0,0
2.070100000000001,7.7,43.100000000000016,349.3,25.0,45.0,0
-2.7757000000000005,0.9,7.999999999999994,63.5,35.0,55.0,0
-0.3300999999999985,2.5,21.200000000000024,258.1,35.0,55.0,0
-2.7674000000000003,0.0,0.0,131.20000000000002,30.0,50.0,0
-2.790099999999999,3.1,4.1000000000000245,68.8,45.0,60.0,0
-2.8613999999999993,0.4,0.8000000000000143,109.8,30.0,50.0,0
-1.5054999999999994,8.5,11.300000000000008,125.2,40.0,40.0,0
-2.322,2.4,13.1,68.8,40.0,40.0,0
3.5314999999999985,19.1,74.89999999999998,191.7,25.0,45.0,0
-3.8146,0.0,0.0,0.30000000000000004,25.0,45.0,0
-3.3714000000000004,0.0,0.0,55.69999999999999,30.0,50.0,0
-2.4155000000000006,0.3,11.599999999999993,88.2,35.0,55.0,0
-3.3989000000000016,0.7,2.4999999999999787,27.4,25.0,45.0,0
0.7333000000000001,8.3,34.0,242.4,30.0,50.0,0
-3.0070999999999994,0.7,1.2000000000000124,85.8,25.0,45.0,0
-3.7138,0.0,0.0,12.9,40.0,40.0,0
-2.187100000000002,0.7,2.7999999999999714,176.7,35.0,55.0,0
2.3159,13.5,38.3,359.0,25.0,45.0,0
0.48640000000000083,7.6,31.100000000000016,239.3,40.0,40.0,0
-1.3014000000000012,1.4,11.099999999999982,220.5,25.0,45.0,0
-1.289000000000001,4.8,7.599999999999982,214.7,40.0,40.0,0
-2.0227000000000013,1.3,10.29999999999998,137.1,45.0,60.0,0
-2.0616000000000003,0.6,0.5999999999999929,209.3,35.0,55.0,0
-2.2594000000000003,0.0,0.0,194.70000000000002,25.0,45.0,0
-0.8050000000000015,8.4,21.399999999999977,140.5,35.0,55.0,0
-3.7272,0.0,1.3,1.8,35.0,55.0,0
-2.739899999999999,5.3,6.900000000000015,33.6,35.0,55.0,0
-3.6193999999999993,0.0,0.40000000000001423,21.8,35.0,55.0,0
0.4727999999999988,10.6,21.999999999999986,274.7,35.0,55.0,0
-3.5587000000000018,1.7,1.6999999999999715,3.6,45.0,60.0,0
2.6016000000000004,13.0,41.60000000000001,375.59999999999997,45.0,60.0,0
4.379600000000002,35.8,44.40000000000002,358.1,45.0,60.0,0
-2.800300000000001,2.5,12.099999999999994,15.299999999999999,30.0,50.0,0
-0.6189999999999998,2.0,11.200000000000006,299.3,35.0,55.0,0
-3.6722999999999986,0.3,1.2000000000000248,6.5,30.0,50.0,0
-3.0402,0.0,0.0,97.10000000000001,40.0,40.0,0
-0.18550000000000022,1.3,3.300000000000014,417.49999999999994,30.0,50.0,0
1.7381999999999986,24.0,48.799999999999976,109.60000000000001,40.0,40.0,0
-2.0450000000000013,0.2,7.499999999999979,165.20000000000002,25.0,45.0,0
3.1746999999999996,14.3,64.5,268.7,35.0,55.0,0
-3.757600000000002,0.0,0.8999999999999716,0.8999999999999982,45.0,60.0,0
-1.0007999999999984,7.6,16.700000000000024,157.8,30.0,50.0,0
1.7121,7.1,72.0,100.8,25.0,45.0,0
-2.7484,2.4,9.899999999999999,38.7,25.0,45.0,0
-3.2362,0.0,0.0,72.60000000000001,25.0,45.0,0
-0.23540000000000072,1.2,12.599999999999989,344.8,45.0,60.0,0
-2.098300000000002,1.7,7.099999999999978,146.99999999999997,45.0,60.0,0
-3.3651000000000013,0.1,0.09999999999997869,54.800000000000004,30.0,50.0,0
0.5823999999999989,17.0,23.19999999999998,218.1,25.0,45.0,0
-3.7482,0.0,0.0,8.600000000000001,45.0,60.0,0
-3.5658000000000003,0.0,0.0,31.4,30.0,50.0,0
-1.872200000000002,6.0,6.199999999999975,140.39999999999998,30.0,50.0,0
-3.2162,0.0,0.0,75.1,35.0,55.0,0
-2.467900000000001,4.1,4.699999999999978,95.10000000000001,40.0,40.0,0
1.5173000000000014,1.7,41.30000000000001,351.00000000000006,30.0,50.0,0
-3.7018,0.0,0.8,8.6,40.0,40.0,0
-3.4228000000000005,0.0,0.3,47.1,30.0,50.0,0
-3.7482,0.0,0.0,8.600000000000001,25.0,45.0,0
-1.8863000000000014,2.5,8.699999999999974,154.20000000000002,25.0,45.0,0
1.0299999999999985,12.8,29.49999999999997,268.8,30.0,50.0,0
-3.753,0.0,0.0,8.0,25.0,45.0,0
-3.7962000000000002,0.0,0.0,2.6,35.0,55.0,0
-3.1743999999999986,0.0,9.300000000000026,12.9,40.0,40.0,0
-3.7618,0.0,0.0,6.8999999999999995,30.0,50.0,0
0.8526999999999996,5.5,28.699999999999992,322.70000000000005,35.0,55.0,0
-0.610800000000002,0.8,18.299999999999972,260.4,45.0,60.0,0
0.35100000000000087,5.8,15.50000000000001,352.8,40.0,40.0,0
-1.9982000000000002,7.2,8.599999999999993,95.69999999999999,25.0,45.0,0
-3.3066000000000004,0.0,0.0,63.8,45.0,60.0,0
0.5462999999999998,11.3,20.6,287.3,30.0,50.0,0
3.717599999999999,28.4,44.29999999999999,347.3,30.0,50.0,0
-2.0223999999999993,3.2,4.1000000000000245,163.79999999999998,30.0,50.0,0
0.516900000000001,9.7,23.100000000000012,280.90000000000003,25.0,45.0,0
-1.6099999999999985,0.6,25.600000000000026,84.5,35.0,55.0,0
-0.9081999999999995,0.8,14.000000000000014,254.4,35.0,55.0,0
-2.4463,2.7,4.200000000000007,114.9,45.0,60.0,0
-3.1943999999999995,0.0,8.100000000000014,19.1,30.0,50.0,0
-3.817,0.0,0.0,0.0,25.0,45.0,0
-0.8404000000000007,1.0,9.799999999999985,291.40000000000003,45.0,60.0,0
-1.7910000000000008,0.6,2.2999999999999927,230.8,45.0,60.0,0
-3.185,0.0,0.0,79.0,40.0,40.0,0
-3.3937999999999997,0.0,0.8,47.1,30.0,50.0,0
-2.1786000000000003,0.0,0.0,204.8,35.0,55.0,0
-3.7618,0.0,0.0,6.8999999999999995,45.0,60.0,0
0.21210000000000107,15.9,16.000000000000018,234.60000000000002,25.0,45.0,0
3.2690999999999995,11.5,15.499999999999986,662.7,35.0,55.0,0
-1.0071000000000019,6.9,15.299999999999978,173.89999999999998,30.0,50.0,0
-3.6666000000000003,0.0,0.0,18.8,25.0,45.0,0
-2.941,0.0,0.0,109.50000000000001,40.0,40.0,0
0.9083000000000001,10.3,13.300000000000015,395.09999999999997,40.0,40.0,0
-3.3451000000000013,0.7,1.399999999999975,42.1,40.0,40.0,0
-1.2730000000000012,1.6,9.599999999999971,233.0,45.0,60.0,0
2.319899999999998,22.1,35.99999999999997,293.4,35.0,55.0,0
-0.2384999999999995,0.5,27.600000000000016,242.39999999999998,40.0,40.0,0
-3.817,0.0,0.0,0.0,30.0,50.0,0
-2.4955000000000007,0.3,2.399999999999993,144.9,30.0,50.0,0
-3.5046000000000004,0.0,4.2,8.6,30.0,50.0,0
2.098699999999999,18.7,36.3,296.29999999999995,45.0,60.0,0
-3.7674000000000003,0.0,0.0,6.199999999999999,45.0,60.0,0
-1.8942000000000005,6.6,10.899999999999993,97.8,45.0,60.0,0
-3.2697000000000016,1.1,2.8999999999999755,36.800000000000004,35.0,55.0,0
-3.3714000000000004,0.0,0.0,55.69999999999999,25.0,45.0,0
-3.4538,0.0,0.0,45.4,45.0,60.0,0
-2.5854000000000017,0.8,15.399999999999972,34.6,40.0,40.0,0
-2.8852,1.6,4.699999999999993,67.0,35.0,55.0,0
-3.0031000000000003,1.3,1.699999999999993,76.9,45.0,60.0,0
-2.9738999999999987,0.7,1.0000000000000249,91.4,40.0,40.0,0
-0.24870000000000037,11.1,11.999999999999993,252.2,35.0,55.0,0
-3.2416,1.2,1.9,46.6,40.0,40.0,0
-2.2653999999999987,1.8,6.100000000000022,132.4,25.0,45.0,0
-3.817,0.0,0.0,0.0,25.0,45.0,0
-1.5397999999999992,1.6,3.000000000000014,247.5,45.0,60.0,0
-3.4403000000000015,0.3,1.1999999999999715,35.5,35.0,55.0,0
-3.337,0.0,0.0,60.0,40.0,40.0,0
-2.0655,2.1,12.899999999999993,105.19999999999999,35.0,55.0,0
-1.0512000000000021,0.6,16.19999999999997,222.5,45.0,60.0,0
-1.6056999999999997,4.7,13.900000000000007,130.4,35.0,55.0,0
-0.10950000000000082,1.3,29.299999999999986,238.5,35.0,55.0,0
1.1161000000000008,11.7,22.90000000000001,338.0,30.0,50.0,0
-2.6390000000000002,1.8,2.0999999999999965,114.7,30.0,50.0,0
-0.26990000000000025,7.5,16.39999999999999,252.3,35.0,55.0,0
0.3253999999999997,5.6,26.799999999999994,269.6,45.0,60.0,0
-0.061900000000000954,6.9,19.89999999999999,258.7,45.0,60.0,0
-0.011800000000000033,4.0,8.20000000000001,377.7,25.0,45.0,0
-3.8146,0.0,0.0,0.30000000000000004,45.0,60.0,0
-2.4156000000000004,0.6,5.199999999999993,131.70000000000002,35.0,55.0,0
-3.7522,0.0,0.0,8.1,40.0,40.0,0
-3.436000000000002,0.0,0.4999999999999716,43.99999999999999,30.0,50.0,0
-3.7746,0.0,0.0,5.3,45.0,60.0,0
-3.817,0.0,0.0,0.0,40.0,40.0,0
-0.08050000000000068,7.3,38.39999999999999,118.4,30.0,50.0,0
1.8831999999999993,11.8,28.19999999999999,394.5,40.0,40.0,0
-3.0146,0.0,0.0,100.29999999999998,30.0,50.0,0
-1.6685000000000019,1.5,7.699999999999972,198.3,25.0,45.0,0
-3.8098,0.0,0.0,0.8999999999999982,45.0,60.0,0
-3.5472,0.0,0.1,33.0,40.0,40.0,0
1.2237000000000005,3.1,31.80000000000001,369.7,25.0,45.0,0
-1.435900000000001,6.5,20.299999999999994,87.89999999999999,35.0,55.0,0
1.7762000000000007,6.2,21.900000000000013,480.7,35.0,55.0,0
-3.337,0.0,0.0,60.0,25.0,45.0,0
-3.4322,0.0,0.0,48.1,40.0,40.0,0
-2.5547000000000004,2.1,4.299999999999994,106.4,30.0,50.0,0
0.06589999999999918,4.5,22.599999999999987,278.2,25.0,45.0,0
-2.7236000000000007,0.4,3.699999999999993,106.0,40.0,40.0,0
0.5603000000000002,5.7,34.00000000000001,245.8,35.0,55.0,0
-3.4498,0.0,0.0,45.9,40.0,40.0,0
-3.6186000000000003,0.0,2.799999999999994,4.5,25.0,45.0,0
-3.7978,0.0,0.0,2.4,25.0,45.0,0
-3.701,0.0,0.0,14.5,25.0,45.0,0
-3.3154000000000003,0.0,0.0,62.7,35.0,55.0,0
-3.7354000000000003,0.0,0.0,10.2,25.0,45.0,0
-3.809,0.0,0.0,1.0,30.0,50.0,0
4.379600000000002,35.8,44.40000000000002,358.1,40.0,40.0,0
-3.5752,0.0,0.8999999999999981,23.7,25.0,45.0,0
1.1307000000000016,12.7,23.300000000000026,327.3,25.0,45.0,0
-1.7088000000000017,0.0,7.699999999999969,207.70000000000002,35.0,55.0,0
-0.5446000000000009,6.2,13.899999999999993,248.6,25.0,45.0,0
-3.8098,0.0,0.0,0.9,25.0,45.0,0
-3.7194000000000003,0.0,0.0,12.2,25.0,45.0,0
-3.3204000000000016,0.4,0.49999999999997513,54.6,25.0,45.0,0
-3.2725999999999984,0.2,3.3000000000000247,42.199999999999996,40.0,40.0,0
-2.3995000000000015,0.9,2.0999999999999788,153.3,25.0,45.0,0
0.9717000000000007,0.3,21.200000000000014,442.0,35.0,55.0,0
-3.6178000000000003,0.0,0.0,24.899999999999995,45.0,60.0,0
-1.2257000000000016,0.9,15.399999999999975,203.6,25.0,45.0,0
-1.9755000000000007,0.7,1.799999999999993,210.39999999999998,25.0,45.0,0
2.200600000000002,4.8,55.20000000000003,305.8,35.0,55.0,0
-2.939999999999999,1.8,11.200000000000024,11.1,25.0,45.0,0
1.0304000000000004,11.8,17.80000000000001,363.3,30.0,50.0,0
-3.682000000000001,1.0,0.9999999999999929,0.0,45.0,60.0,0
-3.8146,0.0,0.0,0.30000000000000004,30.0,50.0,0
-3.7978,0.0,0.0,2.4,40.0,40.0,0
-3.8088,0.0,0.0999999999999929,0.30000000000000004,40.0,40.0,0
-2.8489000000000004,1.5,2.699999999999995,87.0,45.0,60.0,0
-3.717,0.0,0.0,12.5,45.0,60.0,0
0.9533000000000014,0.9,13.700000000000024,488.3,40.0,40.0,0
0.18360000000000076,12.2,37.40000000000001,111.5,40.0,40.0,0
-3.7006000000000006,0.4,0.3999999999999929,7.800000000000001,35.0,55.0,0
0.5476999999999987,11.5,25.199999999999985,252.2,45.0,60.0,0
-3.337,0.0,0.0,60.0,25.0,45.0,0
-3.4274000000000004,0.0,0.0,48.699999999999996,30.0,50.0,0
-3.817,0.0,0.0,0.0,30.0,50.0,0
-3.8154000000000003,0.0,0.0,0.2,25.0,45.0,0
-3.5870999999999995,1.3,1.3000000000000143,6.800000000000001,35.0,55.0,0
-3.8146,0.0,0.0,0.3,30.0,50.0,0
-2.9394,0.0,0.0,109.7,45.0,60.0,0
-3.5994,0.0,0.0,27.2,35.0,55.0,0
-3.8082000000000003,0.0,0.0,1.1,35.0,55.0,0
-2.9741,0.5,9.799999999999997,29.5,35.0,55.0,0
-2.5989000000000004,2.7,4.299999999999994,95.10000000000001,45.0,60.0,0
-1.1698999999999995,4.5,29.900000000000013,70.8,40.0,40.0,0
-2.2308000000000017,0.0,1.4999999999999716,187.4,40.0,40.0,0
3.9364000000000017,32.0,49.90000000000003,299.4,30.0,50.0,0
0.20219999999999994,6.6,25.5,254.0,30.0,50.0,0
-1.6741000000000006,1.3,3.3999999999999932,230.70000000000002,45.0,60.0,0
-0.5315000000000005,9.1,16.799999999999997,201.3,35.0,55.0,0
2.5754000000000006,19.6,31.200000000000017,384.2,25.0,45.0,0
1.6167999999999991,6.6,49.99999999999998,253.20000000000002,35.0,55.0,0
-1.7135000000000002,0.9,19.499999999999996,112.9,45.0,60.0,0
-3.5341000000000005,0.3,0.29999999999999816,30.3,35.0,55.0,0
3.9648000000000017,30.4,55.70000000000003,276.3,45.0,60.0,0
-3.7178,0.0,0.0,12.399999999999999,35.0,55.0,0
-3.3930000000000002,0.0,0.0,53.0,40.0,40.0,0
-3.4986,0.0,0.0,39.8,25.0,45.0,0
3.893299999999999,12.7,15.799999999999985,727.0,45.0,60.0,0
-3.7178,0.0,0.0,12.399999999999999,30.0,50.0,0
2.8815,2.3,19.09999999999999,676.7,45.0,60.0,0
-3.7058,0.0,0.0,13.9,35.0,55.0,0
2.4064999999999985,20.1,49.09999999999998,228.5,30.0,50.0,0
-2.8462,0.0,9.0,56.1,30.0,50.0,0
-1.4717000000000005,2.9,29.39999999999999,52.1,35.0,55.0,0
-3.7058,0.0,0.0,13.899999999999999,30.0,50.0,0
-3.4192999999999993,2.3,2.300000000000014,10.9,25.0,45.0,0
-1.8142999999999998,1.5,14.000000000000007,134.4,35.0,55.0,0
-2.5182,1.6,11.0,67.2,35.0,55.0,0
-1.7221000000000004,2.5,5.5999999999999925,197.20000000000002,45.0,60.0,0
1.361700000000002,24.5,48.50000000000003,59.9,40.0,40.0,0
0.1647999999999996,9.0,20.79999999999999,260.3,25.0,45.0,0
-3.079600000000002,0.0,3.499999999999975,66.8,40.0,40.0,0
1.0630999999999984,18.1,27.199999999999974,238.6,25.0,45.0,0
-2.4010000000000002,0.0,0.0,177.0,40.0,40.0,0
-3.7474000000000003,0.0,0.0,8.7,40.0,40.0,0
1.2237000000000005,3.1,31.80000000000001,369.7,30.0,50.0,0
0.7838999999999987,12.3,30.899999999999984,232.7,30.0,50.0,0
-3.3937999999999997,0.0,0.8,47.1,35.0,55.0,0
-3.7674000000000003,0.0,0.0,6.2,35.0,55.0,0
0.34240000000000026,6.8,29.500000000000004,240.6,45.0,60.0,0
-0.5904,2.2,33.4,140.0,45.0,60.0,0
-1.2716000000000012,1.2,8.499999999999979,245.0,40.0,40.0,0
-3.7522,0.0,0.0,8.1,30.0,50.0,0
-3.4210000000000003,0.0,0.0,49.499999999999986,25.0,45.0,0
-3.3855999999999997,0.2,0.8,46.2,30.0,50.0,0
-1.9127999999999992,6.8,7.100000000000014,121.10000000000001,40.0,40.0,0
-1.800500000000001,0.1,2.3999999999999857,233.7,25.0,45.0,0
-3.4312000000000022,0.0,0.4999999999999716,44.599999999999994,40.0,40.0,0
0.24389999999999867,9.7,16.59999999999997,293.90000000000003,30.0,50.0,0
-2.4924000000000017,0.0,5.499999999999979,125.69999999999999,25.0,45.0,0
-3.6666000000000003,0.0,0.0,18.8,35.0,55.0,0
-3.1673999999999993,0.0,3.6000000000000134,55.1,25.0,45.0,0
-0.7018,10.4,26.799999999999997,95.0,25.0,45.0,0
-3.7576000000000005,0.0,0.09999999999999423,6.699999999999999,25.0,45.0,0
-3.2170000000000005,0.0,0.0,74.99999999999999,45.0,60.0,0
-3.7674000000000003,0.0,0.0,6.199999999999999,25.0,45.0,0
-3.817,0.0,0.0,0.0,35.0,55.0,0
2.9043999999999985,8.8,65.49999999999997,280.6,30.0,50.0,0
-3.7482,0.0,0.0,8.600000000000001,25.0,45.0,0
-3.3298,0.0,0.0,60.9,45.0,60.0,0
-3.817,0.0,0.0,0.0,30.0,50.0,0
-2.8738,0.0,0.0,117.9,40.0,40.0,0
-0.610800000000002,0.8,18.299999999999972,260.4,35.0,55.0,0
-2.1618,0.0,24.0,32.9,25.0,45.0,0
6.7837,46.9,67.1,387.20000000000005,40.0,40.0,1
-3.2482,0.0,0.0,71.1,40.0,40.0,0
-0.31510000000000105,4.3,14.199999999999983,293.4,30.0,50.0,0
-3.6026000000000002,0.0,0.0,26.799999999999997,30.0,50.0,0
-3.8146,0.0,0.0,0.3,35.0,55.0,0
-3.7778,0.0,0.0,4.9,30.0,50.0,0
-1.7088000000000017,0.0,7.699999999999969,207.70000000000002,40.0,40.0,0
-3.6426000000000003,0.0,0.0,21.8,30.0,50.0,0
-3.789,0.0,0.0,3.5,40.0,40.0,0
0.3810000000000009,8.6,21.500000000000014,286.1,35.0,55.0,0
-1.1289000000000005,11.7,25.599999999999994,37.800000000000004,25.0,45.0,0
0.22080000000000188,2.6,22.400000000000027,317.3,40.0,40.0,0
0.7238000000000009,6.8,43.000000000000014,190.39999999999998,25.0,45.0,0
-1.082300000000001,2.3,5.999999999999991,276.2,40.0,40.0,0
-3.3602000000000003,0.0,0.0,57.099999999999994,30.0,50.0,0
2.718400000000002,3.6,37.90000000000003,507.5,30.0,50.0,0
3.0939000000000014,18.5,35.20000000000002,430.6,30.0,50.0,0
-1.2716000000000012,1.2,8.499999999999979,245.0,25.0,45.0,0
-2.5610999999999997,0.7,3.8,122.7,30.0,50.0,0
-2.5916,0.2,3.4000000000000004,126.6,25.0,45.0,0
-3.606099999999999,0.1,0.40000000000001423,22.499999999999996,35.0,55.0,0
-0.5994000000000019,4.4,7.799999999999972,303.29999999999995,30.0,50.0,0
-1.6481999999999997,5.0,12.70000000000001,130.9,45.0,60.0,0
3.301099999999998,28.5,39.79999999999997,326.9,45.0,60.0,0
-3.4202000000000012,0.0,0.7999999999999787,43.8,25.0,45.0,0
-2.0224,0.4,11.099999999999993,140.0,30.0,50.0,0
-1.5915000000000008,2.7,4.799999999999994,217.39999999999998,45.0,60.0,0
-3.817,0.0,0.0,0.0,30.0,50.0,0
-3.8146,0.0,0.0,0.3,25.0,45.0,0
-3.5690999999999997,0.3,0.8000000000000143,22.3,35.0,55.0,0
-3.3055999999999983,0.0,0.10000000000002487,63.2,40.0,40.0,0
-1.5491000000000004,1.7,8.1,208.4,25.0,45.0,0
-3.079600000000002,0.0,3.499999999999975,66.8,35.0,55.0,0
-0.1655000000000002,1.7,10.700000000000001,362.5,35.0,55.0,0
-0.4980999999999989,6.1,40.20000000000002,64.7,25.0,45.0,0
-3.3044999999999987,0.3,0.30000000000002486,59.0,30.0,50.0,0
-0.42389999999999883,1.5,15.200000000000028,299.5,45.0,60.0,0
1.1728000000000023,4.8,9.700000000000028,507.20000000000005,30.0,50.0,0
-3.6722999999999986,0.3,1.2000000000000248,6.5,45.0,60.0,0
-2.8162000000000003,0.0,0.0,125.1,40.0,40.0,0
-2.7036000000000007,0.0,0.6999999999999929,134.10000000000002,35.0,55.0,0
-2.745000000000002,0.0,13.599999999999973,35.4,35.0,55.0,0
2.2597999999999994,2.0,53.39999999999999,353.2,45.0,60.0,0
-2.4765,2.1,8.599999999999996,85.0,45.0,60.0,0
-2.1874000000000002,0.0,0.0,203.70000000000002,45.0,60.0,0
-1.4626000000000006,12.0,11.999999999999996,91.8,40.0,40.0,0
-1.7985000000000015,5.1,6.499999999999975,156.10000000000002,35.0,55.0,0
-3.5994,0.0,0.0,27.2,30.0,50.0,0
-3.1434,0.0,0.0,84.2,25.0,45.0,0
-3.6839,0.1,1.5,4.8,30.0,50.0,0
-3.6227999999999994,0.4,1.7000000000000144,8.100000000000001,25.0,45.0,0
0.6883999999999992,14.4,25.499999999999986,239.70000000000002,45.0,60.0,0
2.6477000000000004,25.3,55.5,162.20000000000002,30.0,50.0,0
-3.7846000000000006,0.0,0.1999999999999929,2.6,35.0,55.0,0
-0.9997999999999994,1.0,17.300000000000015,217.1,35.0,55.0,0
0.3766000000000007,11.6,22.20000000000001,251.6,35.0,55.0,0
-2.7340000000000004,0.2,4.999999999999992,97.2,25.0,45.0,0
-1.1306000000000007,1.2,7.399999999999992,270.6,25.0,45.0,0
2.2257000000000002,17.5,30.400000000000013,366.49999999999994,40.0,40.0,0
-3.7141999999999986,0.0,1.0000000000000249,5.6,25.0,45.0,0
2.8551000000000006,18.9,40.40000000000001,359.2,25.0,45.0,0
0.6271999999999998,1.6,21.69999999999999,382.8,40.0,40.0,0
-2.3844000000000003,1.4,5.9999999999999964,122.1,35.0,55.0,0
1.0904000000000011,3.8,27.40000000000002,378.2,30.0,50.0,0
-2.4010000000000002,0.0,0.0,177.0,25.0,45.0,0
3.854800000000001,25.6,54.30000000000001,318.90000000000003,25.0,45.0,0
